No,Username,Rating,Waktu,Ulasan Text,Variasi,panjang_teks,has_noise,Tahun,Bulan
240,Langganan,5,2022-04-16 16:49,barang bagus cepat sampai kualitas oke harga murah pokoknya juara,-,65,False,2022,4
241,githabitaufik3,5,2025-10-25 10:55,"Selalu puas, packing aman,,, udh langganan beli disni",-,53,False,2025,10
242,paramastri03,5,2025-09-14 04:19,"Buat bikin bolu, wanginya jadi lebih enak",-,41,False,2025,9
243,u*****e,5,2025-07-29 07:15,Baru pertama x coba. Jadi belum tau hasilnya enal atau tidak. Bagus atau tidak. Kalau hasil nya bagus next order lagi 0:23 1 jalebiprasad,-,137,False,2025,7
244,jalebiprasad,5,2022-05-18 08:01,Harga: murah Kualitas: bagus,-,28,False,2022,5
245,galihaiiu20,5,2025-08-09 17:41,Hitam.pekat legit setelah di masak,-,34,False,2025,8
246,divat0x,5,2025-07-21 07:54,Rasa: lezat Tekstur: bagus Kegunaan: kue lezat Bagus,-,52,False,2025,7
247,hetti_mulyati,5,2025-10-31 18:33,"pengiriman sangat cepat, 1 hari pesan sdh sampai.. terimakasih seller",-,69,False,2025,10
248,v*****3,5,2025-12-05 12:49,Rasanya enak lembut bolunya pokoknya rekomended dah yg ke 3 kali beli ditoko ini makasih seller pengirimannya cepat banget,-,122,False,2025,12
249,albabyshop4,5,2025-07-27 21:58,Rasa: lezat Tekstur: lembut tdk berpasir Kegunaan: membuat kue Warnanya pekat merk ini sukaa sekalii...next order disini terus thank you,-,136,False,2025,7
250,msidik25,5,2025-06-27 18:35,Rasa: enak tidak berpasir Tekstur: tekstur bagus Kegunaan: cocok membuat kue Pengiriman agak lama,-,97,False,2025,6
251,_*****e,5,2025-07-12 13:43,Dibuat bolu ketan hitam enak banget,-,35,False,2025,7
252,mulya.filter,5,2025-11-27 15:12,"Rasa: rasanya enak sekali cocok dibuat utk bronis kukus,semua teman mpe tanya beli dimana",-,89,False,2025,11
253,mamaiii75,5,2025-07-31 09:04,"Sudah sampai, aman no bocor bocor, semoga enak buat bikin kue"" ...harga terjangkau dan exp masih aman .. 1 boahancock06",-,119,False,2025,7
254,boahancock06,5,2025-06-19 15:11,"Tepungnya enak, ga bau. Murah juga makasiiii 🥰🫶🏻 0:15",-,53,False,2025,6
255,k*****1,5,2026-01-16 12:58,Tepung ketan bummi tanni mantul legit no debat😍😍😍,-,49,False,2026,1
256,queenabell_corner,5,2026-05-07 06:44,"Bagus buat bikin kue ,,, lembutb",-,32,False,2026,5
257,leniprastyanii,5,2026-02-20 21:44,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,158,False,2026,2
258,nurulhaniyah017,5,2025-08-03 08:38,Rasa: enak Tekstur: lembut Kegunaan: bolu ketan hitam Terimakasih seller,-,72,False,2025,8
259,Langganan,5,2022-04-16 18:55,pengiriman sngat cpat .,-,23,False,2022,4
260,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor 1 1 2 ... 42 43 44 45 46 ...,-,58,True,2025,7
261,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor 1,-,31,False,2025,7
262,k1204010100356,5,2025-06-19 16:30,Pesenan ke dua kli nya lngsung 2 😍,-,34,False,2025,6
263,d_ariastuti,5,2025-12-17 13:35,Paket sudah sampai. Ketannya rasanya enak dan warnanya juga bagus kalautuk bolj kukus. Langganam aku suka. Thanks seller dan shopee,-,131,False,2025,12
264,vannyseptia29,5,2026-04-21 12:37,Akhirnya datang jugaa.. Makasiiii,-,33,False,2026,4
265,nandamoethy,5,2025-07-15 20:29,Langganan pokoknya kak maksii ya kak sudah amanah,-,49,False,2025,7
266,mirmagadis30,5,2025-07-01 20:49,Semoga enak nanti di bikin bolu..,-,33,False,2025,7
267,d*****e,5,2025-07-25 08:34,Mntp pisan pokonyaaa😍,-,21,False,2025,7
268,duwiisharyanti,5,2025-07-05 12:51,Rasa: enak Tekstur: lembut Kegunaan: untuk buat bolu,-,52,False,2025,7
269,magda99,5,2025-06-20 13:42,"Premium. Belum coba si, besok baru mau baking",-,45,False,2025,6
270,leniprastyanii,5,2026-04-24 17:40,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,4
271,leniprastyanii,5,2026-03-06 18:38,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,3
272,murilia69,5,2025-06-22 11:54,"Bikin yg lagi viral,,enak juga pake merk ini,thank u seller",-,59,False,2025,6
273,peni021,5,2025-07-07 17:09,"Meskipun beki 1 tetep dikirim dong packingnya aman banget lagi,,, makasih ya min",-,80,False,2025,7
274,muhammadvirza033,5,2025-07-09 19:42,Makasih banget d kirimnya sangat cepat.,-,39,False,2025,7
275,d*****4,5,2025-09-14 09:19,"Aku suka beli disini, rasanya enak, warnanya juga bener bener gelap, cantik banget hasilnya",-,91,False,2025,9
276,my_hilyah,5,2025-07-07 19:13,Bagus tepung ketan nya,-,22,False,2025,7
277,dinafw796,5,2026-02-08 12:56,"Rasa: enak,ga tengik Tekstur: bagus Kegunaan: kue Pembelian ke-2,memuaskan Respon cepat,produk kualitas pun sangat bagus",-,120,False,2026,2
278,umastore88.id,5,2025-09-09 17:39,Rasa: enak tepunya ga apek fres,-,31,False,2025,9
279,e*****9,5,2025-07-28 07:36,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller,-,85,False,2025,7
280,e*****9,5,2025-07-28 07:51,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller 1 d*****3,-,95,False,2025,7
281,d*****3,5,2025-08-11 20:10,Rasa: Ok Tekstur: Bagus Kegunaan: Buat kue,-,42,False,2025,8
282,a*****5,5,2022-05-05 14:44,0:04,-,4,False,2022,5
283,a*****n,5,2025-06-19 15:29,"Rasa: ok Tekstur: ok Kegunaan: pas bgt buat bolu terima kasih kaka seller, paket sudah sampai dengan baik, lengkap, cepat... alhamdulillah 0:08",-,143,False,2025,6
284,s*****i,5,2025-10-26 19:47,Enak gak bikin perut gak nyaman Smoga amanah trus Mkasih seller Berkah selalu,-,77,False,2025,10
285,pe5tf2s63j,5,2025-06-29 09:56,"Produk sesuai pesanan tp blm di coba semoga bagus ya,dan smp dlm keadaan baik.",-,78,False,2025,6
286,nurul2502,5,2025-07-15 19:55,Barang sesuai 👍,-,15,False,2025,7
287,a*****n,5,2025-07-11 21:57,"Rasa: ok Tekstur: ok Kegunaan: ok terima kasih kakak seller paket sudah sampai dengan baik, aman, lengkap, alhamdulillah",-,120,False,2025,7
288,linda_yana_budiman,5,2025-12-17 05:03,Rasa: ok Tekstur: ok Kegunaan: ok Ok,-,36,False,2025,12
289,giskaestynara,5,2025-07-21 20:48,Rasa: belom tau Semoga sesuai ekspektasi 0:42,-,45,False,2025,7
290,d*****i,5,2022-06-10 18:58,"Maaf saya kasi bintang 3, krn gak kelihatan tgl exp. 1 saputra_aan",-,66,False,2022,6
291,saputra_aan,5,2025-08-11 15:18,Rasa: pas Tekstur: lembut Kegunaan: lezat,-,41,False,2025,8
292,d_ariastuti,5,2026-02-26 16:32,Paket diterima. Thanks seller dan shopee,-,40,False,2026,2
293,jastipsaudi,5,2025-06-18 13:09,alhamdulillah terimakasih banyak barang sudah sampai dengan aman 1 vitriadewibinawati518,-,88,False,2025,6
294,j*****a,5,2025-06-06 17:16,Semoga kedepannya packagingnya bisa lebih baik,-,46,False,2025,6
295,v*****o,5,2025-08-07 15:51,Rasa: ok Tekstur: kenyal Kegunaan: ok,-,37,False,2025,8
296,ica221,5,2025-08-23 04:50,Produk: Barang rusak Maaf ku kasih bintang 2 dlu soalnya barang pecah bubble wrapnya PELIT BETUL. Lain kali klo ngirim sejenis tepung begitu bubble wrapnya di tebalin jgn pelit* 1 t*****2,-,187,False,2025,8
297,t*****2,5,2025-08-08 05:20,"Produk: Kualitas buruk Warna nya pucet bgt abu2, pertama kali beli disini bagus warna nya hitam terus pas beli banyak kedua kali warna nya gini semua Update Penilaian 1 n0xlput",-,176,False,2025,8
298,n0xlput,5,2025-08-02 16:58,Terimakasih seller and kurir Paketnya sampai dengan selamat Semoga selalu baik dan makin baik,-,93,False,2025,8
299,erma46253,5,2025-08-03 15:39,Harga murmer...,-,15,False,2025,8
300,l*****a,5,2025-10-26 18:09,Rasa: ok Tekstur: lembut Kegunaan: utk membuat kue Barang pesanan sudah diterima. Reapon seller baik.,-,101,False,2025,10
301,z*****z,5,2023-09-24 19:56,"Sangat memuaskan , 1 milo.dancow",-,32,False,2023,9
302,milo.dancow,5,2025-10-30 20:52,"Kirain 500gram ternyata cm 250 gram, aku slh baca😔",-,50,False,2025,10
303,nanad11_olshop,5,2025-06-14 16:56,1 y*****8,-,9,False,2025,6
304,y*****8,5,2025-11-08 21:28,Kakak bagus si hanya saja kemasannya ada bocor 1.,-,49,False,2025,11
305,z*****z,3,2023-09-24 19:56,"Sangat memuaskan , 1",-,20,False,2023,9
306,n*****a,5,2026-06-14 17:02,Tekstur: lembut tdk berpasir Rasa: rasa yg khas Rasakan: untuk bolu ketan hitam dan selalu enak Sdh sering repeat order. Dan selalu enak untuk bolu ketan hitam 0:06,-,164,False,2026,6
307,muthins,5,2026-01-24 00:59,Rasa: enakk Tekstur: ga seret di mulut Kegunaan: cocok buat bikin bolu ketan 0:26,-,81,False,2026,1
308,shafira8,5,2026-03-10 17:03,"Rasakan: saat dibuka ternyata bagian bawahnya robek, robek saat didalam plastik beningnya Produk: Barang rusak 0:16",-,115,False,2026,3
309,b*****6,5,2026-03-26 23:19,Tekstur: cocok teksturnya lembut Rasa: enak rasa tepungnya gurih & manis Rasakan: rasanya manis enak Sudah tidak udh diragukan lagi tepung ketan yg cocok untuk jualan saya & suguhan keluarga saya..thanks dikirim cepat & aman 0:12 0:06,-,234,False,2026,3
310,tiafatmaarga,5,2026-01-21 18:26,Rasa: belum di coba Tekstur: bagus dan kadaluarsa nya masih lama Kegunaan: untuk membuat kue bolu 0:16,-,102,False,2026,1
311,fransiscussitepu,5,2026-05-25 08:13,"Tekstur: halus dan lembut Rasa: rasanya murni ketan hitam Rasakan: sudah coba dua kali tp rasa tetap enak, legit dan lembut... Ini adalah pembelian kedua, saya suka, semoga rasa dan teksturnya tidak berubah... Terimakasih seller",-,228,False,2026,5
312,s*****5,5,2026-01-26 20:33,"Rasa: enak Tekstur: lembut Kegunaan: bolu ketan lumer yang lembut , enak, & cantik...",-,85,False,2026,1
313,aw389d478a,5,2026-01-24 14:16,Tepung murah meriah rasa enak dan mantap terima kasih seller berkah barokah 0:11,-,80,False,2026,1
314,y*****y,5,2025-11-12 11:21,"Rasa: ketan Tekstur: halus Kegunaan: untuk kue Dapat harga murah dong karna punya diskon, pengirimannya sangat cepat. Produk bagus top amanah tokonya 0:06",-,154,False,2025,11
315,b3ll3maison,5,2025-10-25 17:11,Rasa: enak dibikin bolu Tekstur: halus kayak tepung biasa Kegunaan: cocok buat kue bolu kukus ketan itam 0:10,-,109,False,2025,10
316,a*****d,5,2025-08-21 10:20,"Bagus, enak, hitam pekat, rekomended. Tp ngirimnya agak lama huhu. Thnkyu seller.",-,81,False,2025,8
317,s*****t,5,2025-08-20 20:06,"Bagus, packing ok. Pengiriman lumayan cepat. kurir baik. Thanks",-,63,False,2025,8
318,lifwid,5,2025-11-01 10:35,"Packing aman, tepung ketan asli tanpa campuran apapun, rekomendasi 0:04",-,71,False,2025,11
319,asniyati2511,5,2025-10-25 14:32,Alhamdulillah paket sudah sampai pengiriman lumayan cepat sudah order yang kedua kalinya 0:08,-,93,False,2025,10
320,n*****i,5,2025-11-11 20:33,Rasa: enak Tekstur: lembut Kegunaan: untuk membuat kue Alhamdulillah paket sudah nyampe kemasan rapi rasanya enak tekstur lembut berguna untuk membuat kue 0:05,-,159,False,2025,11
321,i*****4,5,2025-11-29 15:47,"Rasa: sangat lezat dan memuaskan Tekstur: tekstur yg sangat bagus Kegunaan: cocok. untuk membuat kue Pengiriman cepat, dapat harga murah.. Rasa kue nya lezat 0:05",-,162,False,2025,11
322,gitadp,5,2025-11-02 13:14,"Cocok Untuk: baking Kualitas: baik Rasanya enak dibanding merk lain, mungkin karna ada proses oven sebelumnya, Saya sudah 5x co di toko ini, semoga harganya stabil dan rasanya tetap berkualitas..",-,195,False,2025,11
323,leniprastyanii,5,2025-11-02 09:29,"Kualitas: ok Cocok Untuk: kue Alhamdulillah paket sdh diterima, packing lumayam rapi, pengiriman cpt, hrga oke, blm dicoba baru pertama kali beli semoga rasanya enakk. Terimakasih seller",-,186,False,2025,11
324,0*****v,5,2025-11-02 20:52,Pesanan sudah tiba tepung beras ketan hitam serbaguna untuk kue rasa enak pengemasan aman cepat makasih seller dan tim shopee,-,125,False,2025,11
325,p3r3mpu4an,5,2026-03-07 15:09,Alhamdulillah barang sudah sampai dengan selamat dan baik-baik saja tidak ada komentar apa-apa terimakasih atas kerjasama yang baik dan benar 0:06,-,146,False,2026,3
326,emmaindra26,5,2025-11-11 20:02,"Rasanya enak,, jualan bolu ketan hitam keju lumer aku laris manis, terimakasih seller juga abang kurir nya🙏🙏",-,108,False,2025,11
327,musrifaifa323,5,2026-03-07 17:52,Tekstur: tekstur lembut Rasa: kelihatanya enak Rasakan: baru beli jadi belum mencoba 0:11,-,89,False,2026,3
328,r*****g,5,2026-03-18 17:56,"Tekstur: teksturnua lembut Rasa: rasa tepungnya enak dan harum Rasakan: benar enak, harum dan lembut Siangnya paket sampai langsung sorenya dieksekusi bikin bolu ketan hitam keju lumer. Setelah sekian purnama akhirnya ga penasaran lagi. Update Penilaian Siang paketnya sampai, sorenya langsung dieksekusi bikin bolu ketan hitam keju lumer setelah sekian purnama nyari2 tepung ketan hitam di daerah saya ga ada dan ternyata beneran seenak itu apalagi pakai tepung merk ini. Ga ada bau apeknya.. Murah lagi. Bakal langganan deh..",-,527,False,2026,3
329,leniprastyanii,5,2026-03-14 09:23,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,3
330,leniprastyanii,5,2026-03-12 16:14,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,3
331,ranti5293,5,2025-11-29 09:16,Maafkan lupa moto tepungnya. Sudah jadi kue hehee.. rasanya enak gak ngeres banget trus wrna hitamnya bagus. Hrganya murah tapi enak. Nnti aku mau order lgi. Kue aku jdi tmbh laku😬😁,-,181,False,2025,11
332,lina911703,5,2025-11-29 13:02,Barang bagus. Pengiriman cepat. Sampai cepat. Respon lumayan. Tengkyuuu..,-,73,False,2025,11
333,d_ariastuti,5,2025-10-25 21:34,Paket sudah sampai. Pengiriman cepat. Semoga rasa kerannya enak dan dagangan aku latis.  jadi bisa repead order lagi. Thanks seller dan shopee,-,142,False,2025,10
334,a*****a,5,2025-09-16 14:38,Rasa: legit Tekstur: lembut Kegunaan: untuk membuat kue/ bolu MasyaAllah kemarin nyoba beli 4 bungkus sekarang 25 bungkus 👍👍 1 aisyah1007,-,137,False,2025,9
335,aisyah1007,5,2026-02-22 03:12,Tekstur: baik,-,13,False,2026,2
336,edhysuhardimanhermawan,5,2025-10-27 16:46,Rasa: ok Tekstur: ok Kegunaan: ok,-,33,False,2025,10
337,rilahfelani,5,2025-11-20 11:53,"Semoga rasa & tekstur cocok di lidah,",-,37,False,2025,11
338,dwisuwono,5,2025-11-11 19:02,Bagus bngt tepingnya,-,20,False,2025,11
339,urh_gvpyvo,5,2026-03-07 14:09,0:13,-,4,False,2026,3
340,kurniaty09,5,2026-03-12 10:56,Semoga enak ya,-,14,False,2026,3
341,rojanaah,5,2025-06-23 10:32,Packing tepungnya sudah terbuka,-,31,False,2025,6
342,Membantu?,5,2022-11-21 15:24,Kualitas: blm di coba..tp kliatannya ok  banget Cocok Untuk: bikin bolu Alhamdulilah paketannya dah sampe dengan selamat dan pengirimannya rapi..semoga amanah dan lancar terus untuk tokonya  penjual yg baik..trima kasi sopee ada aplikasi km sangat22 membantu 0:32 5 anafocke1990,-,278,False,2022,11
343,anafocke1990,5,2022-03-27 10:43,Jenis: TEPUNG KETAN HITAM Harga: MURAHHHH Kualitas: BELUM TAU BELUM PERNAH COBA MERK INI 0:49 2 564nur173,-,105,False,2022,3
344,564nur173,5,2025-07-18 12:26,"Rasa: blm dicoba Tekstur: lembut Kegunaan: berbagai keperluan masak Barang diterima dalam kondisi baik, packing aman pakai bubble wrap, sesuai pesanan,semoga rasanya enak,next beli lagi 0:04 1 bcn2v46kah",-,203,False,2025,7
345,bcn2v46kah,5,2023-05-03 18:29,"Paketnya sdh sampai, blm dcoba sptnya bagus, pengiriman jg cepat trmksh seller dan kurir 0:17 1 1 2 ... 60 61 62 63 64 ...",-,122,True,2023,5
346,Anonymous,5,2022-11-21 15:24,Kualitas: blm di coba..tp kliatannya ok  banget Cocok Untuk: bikin bolu Alhamdulilah paketannya dah sampe dengan selamat dan pengirimannya rapi..semoga amanah dan lancar terus untuk tokonya  penjual yg baik..trima kasi sopee ada aplikasi km sangat22 membantu 0:32 5,-,265,False,2022,11
347,ekokurniawan20,5,2025-08-11 00:18,"Rasa: belum nyoba Tekstur: lembut Kegunaan: bikin bolu Pengiriman cepat, rencana mo bikin bolu caramel ketan hitam, semoga cocok dengan yang diinginkan 0:10",-,156,False,2025,8
348,dwi_agustina7sj,5,2025-12-15 10:31,"Rasa: blom dicoba semoga enk ya Tekstur: blom dibuka semoga lembut ga berpasir Kegunaan: cocok buat kue basak ato kering Pingi bikin rukuk2 isi kelapa biasanya spesial rasanya,untung dishopee ada tepung ketan hitam jd lebih praktis ga usah nyelep lagi 0:18",-,256,False,2025,12
349,cantikasalonmalang,5,2025-07-23 14:49,"Rasa: blm di coba Kegunaan: bahan kue Alhamdulilah pesanan sdh sampai, paking aman, siap bikin kue. Trimakasih 0:16",-,115,False,2025,7
350,fransiscussitepu,5,2025-08-22 12:49,"Rasa: blom dicoba... Tekstur: halus Kegunaan: sebagai bahan kue bolu ketan hitam Terimakasih seller barang sdh diterima dalam kondisi baik, semoga berkah ya...",-,159,False,2025,8
351,zhetisya06,5,2025-08-08 17:01,"Rasa: belum di coba Tekstur: halus Kegunaan: buat kue Ternyata ukurannya kecil , expired Juli  2026 0:26",-,104,False,2025,8
352,m25saw,5,2022-03-18 04:03,1 1 2 ... 61 62 63 64 65 ...,-,28,True,2022,3
353,donikaysani,5,2025-07-29 13:59,Rasa: belum di coba Tekstur: halus Kegunaan: adonan kue Barang sesuai pesanan. Semoga enak kalau sudah di masak 0:06 1 yayuklovesadewo,-,134,False,2025,7
354,yayuklovesadewo,5,2025-07-25 18:09,"Rasa: tepung ketan hitam,blm coba Tekstur: lembut halus Kegunaan: baik utk buat mcm2 kue Alhamdulillah,tepung ketan hitam SDH smpe,agak lama sih,tp aman,pak kurir makasih, 0:53",-,176,False,2025,7
355,s*****2,5,2026-02-27 23:31,Tekstur: belum cek Rasa: blm coba Rasakan: belum mencoba Pertama kali lihat ini dipostingan seorang dokter diIG buat kue ketan pakai ketan Bummi. Saya penasaran dan beli. Sayangnya blm bisa eksekusi karena kendala alat 0:22 1 u*****7,-,233,False,2026,2
356,u*****7,5,2025-07-30 16:23,"Rasa: blm dicoba Tekstur: halus Kegunaan: cocok buat bikin2 kue Respon penjual bagus , pengiriman cepat, paking kurang aman krn ada kemasan yg pecah 0:16 1 f*****s",-,163,False,2025,7
357,f*****s,5,2025-08-12 15:36,"Rasa: belom coba Tekstur: lembut Kegunaan: cocok untuk kue Pengiriman lumayan cepat, harganya terjangkau, pengiriman dengan baik 0:25",-,133,False,2025,8
358,o*****i,5,2023-08-14 10:23,"Kualitas: ngga ada tanggal expired/produksi btw... Pengemasan standar. Pengiriman H+2. Produk belum sempet dicoba, sih... Soalnya pas paket datang, pas tangan kanan saya bengkak dicakar kocheng, padahal udah niat m langsung bikin bolunya 😑 1 1 2 ... 62 63 64 65 66 ...",-,268,True,2023,8
359,mamakyeisya,5,2025-07-11 17:13,Rasa: blm di coba Tekstur: bagus Kegunaan: membuat kue 1 a*****2,-,64,False,2025,7
360,a*****2,5,2025-06-28 18:11,Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: cocok buat bikin bolu yg lagi viral 😅 Check out tepung ketan hitam gara2 fomo pengen bikin bolu ketan hitam lumer or brownies ketan hitam keju karamel. 0:12 1 oktavianinastiti_,-,227,False,2025,6
361,oktavianinastiti_,5,2025-06-10 12:00,"Rasa: belum dicoba Kegunaan: untuk kue Tekstur: belum tau Sukaa sihh sama barangnya tapi belum dicoba, 👍 1 s*****r",-,114,False,2025,6
362,s*****r,5,2025-07-12 05:37,Rasa: blm dicoba Tekstur: blm tau Kegunaan: cocok untuk membuat bolu ketan Tapi sayang nya exp bulan ini 😅 0:08 Respon Penjual: kakkk itu exp 2026 ya bukan bulan ini 1 nchefz,-,174,False,2025,7
363,nchefz,5,2025-11-20 17:36,"Terima kasih sudah sampai, tapi belom di coba rasanya enak atau engga",-,69,False,2025,11
364,farezkashop,5,2025-07-12 20:30,"Rasa: belum dicoba Tekstur: lembut Kegunaan: mau bikin bolu ketan hitam Pengen nyobain bikin bolu ketan hitam yang lagi viral, susah banget beli di toko offline akhirnya beli di shopee. Makasih seller 0:22 1 1 2 ... 63 64 65 66 67 ...",-,234,True,2025,7
365,yuniasriwiyati,5,2025-07-10 10:44,Barang sampai dengan cepat aman. Harga terjangkau packing standar lah. Belum di cobain moga aja bagus 0:06 1 o*****5,-,116,False,2025,7
366,o*****5,5,2025-10-23 06:58,"Rasa: belum dicoba Tekstur: oke Kegunaan: bolu rencana untuk membuat bolu, kalo hasilnya oke nanti order lg ya thx seller 👌 0:07",-,128,False,2025,10
367,linachan422,5,2025-11-01 15:52,Rasa: blm dicoba Tekstur: SM seperti tepung Kegunaan: untuk membuat bolu,-,72,False,2025,11
368,wahyu130589,5,2023-04-06 23:09,Cocok Untuk: bikin bolu Kualitas: blm dicoba Terimakasih banyak ya kak pesanan sudah diterima Semoga sukses terus ya kak 1 hanadewi.sd,-,134,False,2023,4
369,hanadewi.sd,5,2025-07-02 11:18,Rasa: blm di coba Tekstur: biasa seperti tepung Kegunaan: bolu dll 1 atrisudaryati,-,82,False,2025,7
370,atrisudaryati,5,2025-07-04 14:46,Rasa: blm di coba Tekstur: tepung Kegunaan: membuat kue 1 1 2 ... 64 65 66 67 68 ...,-,84,True,2025,7
371,kamucantik14,5,2025-06-12 00:49,Rasa: belum dcoba Tekstur: lembut Kegunaan: utk kue bolu ketan,-,62,False,2025,6
372,umayhasim31,5,2026-02-04 19:43,Rasa: belum coba Tekstur: belum tau Kegunaan: buat kue semoga cocok Bismillah,-,77,False,2026,2
373,a*****6,5,2025-07-31 19:27,Rasa: belum di coba Tekstur: halus Kegunaan: buat makanan 1 dwianggia29,-,71,False,2025,7
374,dwianggia29,5,2025-07-13 10:18,"Belum dicoba... Nanti aku coba semoga legit biar aku beli terus, terimakasih",-,76,False,2025,7
375,1971irma,5,2025-07-09 08:31,Rasa: belum d coba Tekstur: tepung lembut Kegunaan: utk bikin bolu Paket sampai dengan aman packing rapih exp masih lama Terima kasih,-,133,False,2025,7
376,v*****i,5,2026-04-11 16:46,"Tekstur: belum cobaa semoga sajaa sesuai yaaa Rasa: seharusnyaa enak sii belum coba Rasakan: belum coba rasanyaa Tumpaah dalam plastik nih, semoga tidak mengurangi rasa 🥹 0:12 0:15",-,180,False,2026,4
377,evitadiana02,5,2025-07-17 18:56,Rasa: belum dicoba Tekstur: belum dibuka Kegunaan: untuk membuat bolu ketan hitam keju lumer,-,92,False,2025,7
378,renirohmah113,5,2025-06-18 18:26,Rasa: blm d coba Tekstur: lembut Kegunaan: untuk kue Tepung ketan hitam nya baru datang mudah 2 an enak di buat kue nya,-,119,False,2025,6
